"city","lat","lng","country"
"Kitaku","33.8704","130.8200","Japan"
"Perm’","58.0000","56.2500","Russia"
"Ahvāz","31.2800","48.7200","Iran"
"Jodhpur","26.2918","73.0168","India"
"San Luis Potosí","22.1700","-101.0000","Mexico"
"Odesa","46.4900","30.7100","Ukraine"
"Yinchuan","38.4680","106.2730","China"
"Jiaxing","30.7704","120.7500","China"
"Joinvile","-26.3200","-48.8399","Brazil"
"Donets’k","48.0000","37.8300","Ukraine"
"Guilin","25.2800","110.2800","China"
"Dahūk","36.8667","43.0000","Iraq"
"Volgograd","48.7100","44.5000","Russia"
"Guwāhāti","26.1600","91.7700","India"
"Yichun","27.8333","114.4000","China"
"Yangquan","37.8700","113.5700","China"
"Natal","-6.9838","-60.2699","Brazil"
"Chandigarh","30.7200","76.7800","India"
"Gwalior","26.2300","78.1801","India"
"Hamamatsu","34.7181","137.7327","Japan"
"Qom","34.6500","50.9500","Iran"
"Jixi","45.3000","130.9700","China"
"Mérida","20.9666","-89.6166","Mexico"
"Xin’an","34.3800","118.3500","China"
"Querétaro","20.6300","-100.3800","Mexico"
"Pingxiang","27.6200","113.8500","China"
"João Pessoa","-7.1011","-34.8761","Brazil"
"Klang","3.0204","101.5500","Malaysia"
"Jinzhou","41.1204","121.1000","China"
"Oklahoma City","35.4676","-97.5137","United States"
"Salerno","40.6804","14.7699","Italy"
"Thiruvananthapuram","8.5000","76.9500","India"
"Calicut","11.2504","75.7700","India"
"Trichinopoly","10.8100","78.6900","India"
"Ogbomoso","8.1300","4.2400","Nigeria"
"General Santos","6.1108","125.1747","Philippines"
"Huế","16.4700","107.5800","Vietnam"
"Bacolod","10.6317","122.9817","Philippines"
"Nantong","32.0304","120.8250","China"
"Foshan","23.0301","113.1200","China"
"Sŏngnam","37.4386","127.1378","Korea, South"
"Bridgeport","41.1918","-73.1953","United States"
"Nice","43.7150","7.2650","France"
"Buffalo","42.9017","-78.8487","United States"
"Erbil","36.1790","44.0086","Iraq"
"Krasnoyarsk","56.0140","92.8660","Russia"
"Olinda","-8.0000","-34.8500","Brazil"
"Antwerp","51.2204","4.4150","Belgium"
"Konya","37.8750","32.4750","Turkey"
"Bogor","-6.5700","106.7500","Indonesia"
"Hartford","41.7661","-72.6834","United States"
"Huaibei","33.9504","116.7500","China"
"Xinyu","27.8000","114.9300","China"
"Teresina","-5.0950","-42.7800","Brazil"
"Naha","26.2072","127.6730","Japan"
"Goyang","37.6527","126.8372","Korea, South"
"Nangandao","35.3204","113.8700","China"
"Yibin","28.7700","104.5700","China"
"Aba","5.1004","7.3500","Nigeria"
"Maiduguri","11.8500","13.1600","Nigeria"
"Az Zarqā’","32.0700","36.1000","Jordan"
"Tarsus","36.9204","34.8800","Turkey"
"Bengbu","32.9500","117.3300","China"
"Mendoza","-32.8833","-68.8166","Argentina"
"Hubli","15.3600","75.1250","India"
"Concepción","-36.8300","-73.0500","Chile"
"Zaria","11.0800","7.7100","Nigeria"
"Dengtalu","36.0800","114.3500","China"
"Cartagena","10.3997","-75.5144","Colombia"
"Mysore","12.3100","76.6600","India"
"Mexicali","32.6500","-115.4800","Mexico"
"Tongliao","43.6200","122.2700","China"
"Mombasa","-4.0400","39.6899","Kenya"
"Newcastle upon Tyne","55.0004","-1.6000","United Kingdom"
"Novo Hamburgo","-29.7096","-51.1400","Brazil"
"Callao","-12.0700","-77.1350","Peru"
"Bilbao","43.2500","-2.9300","Spain"
"Johor Bahru","1.4800","103.7300","Malaysia"
"Raipur","21.2350","81.6350","India"
"Xiaoxita","30.7000","111.2800","China"
"Fort Worth","32.7812","-97.3472","United States"
"Salem","11.6700","78.1801","India"
"Yangjiang","21.8504","111.9700","China"
"Marrakech","31.6300","-8.0000","Morocco"
"Kaifeng Chengguanzhen","34.8500","114.3500","China"
"Dandong","40.1436","124.3936","China"
"Al Başrah","30.5135","47.8136","Iraq"
"Aguascalientes","21.8795","-102.2904","Mexico"
"Tucson","32.1545","-110.8782","United States"
"Okayama","34.6720","133.9171","Japan"
"Bucheon","37.4989","126.7831","Korea, South"
"Xuanzhou","30.9525","118.7553","China"
"Bandar Lampung","-5.4300","105.2700","Indonesia"
"Rizhao","35.4304","119.4500","China"
"Palermo","38.1250","13.3500","Italy"
"Caerdydd","51.5000","-3.2250","United Kingdom"
"Tampico","22.3000","-97.8700","Mexico"
"Jiaozuo","35.2500","113.2200","China"
"Padang","-0.9600","100.3600","Indonesia"
"Jalandhar","31.3349","75.5690","India"
"Zhenjiang","32.2200","119.4300","China"
"Valparaíso","-33.0478","-71.6210","Chile"
"Pingdingshan","33.7304","113.3000","China"
"Zunyi","27.7000","106.9200","China"
"Anshun","26.2504","105.9300","China"
"Toulouse","43.6200","1.4499","France"
"El Paso","31.8479","-106.4309","United States"
"Iguaçu","-22.7400","-43.4700","Brazil"
"Bhubaneshwar","20.2704","85.8274","India"
"Voronezh","51.7300","39.2700","Russia"
"Saratov","51.5800","46.0300","Russia"
"Yuci","37.6804","112.7300","China"
"Yancheng","33.3856","120.1253","China"
"Cuernavaca","18.9211","-99.2400","Mexico"
"Linfen","36.0803","111.5200","China"
"Honolulu","21.3294","-157.8460","United States"
"Warri","5.5200","5.7600","Nigeria"
"Basel","47.5804","7.5900","Switzerland"
"San Miguel de Tucumán","-26.8160","-65.2166","Argentina"
"Kermānshāh","34.3800","47.0600","Iran"
"Thessaloníki","40.6961","22.8850","Greece"
"Omaha","41.2628","-96.0498","United States"
"Kota","25.1800","75.8350","India"
"Braga","41.5550","-8.4213","Portugal"
"Jhānsi","25.4530","78.5575","India"
"Rongjiawan","29.3801","113.1000","China"
"Nottingham","52.9703","-1.1700","United Kingdom"
"Agadir","30.4400","-9.6200","Morocco"
"Butterworth","5.4171","100.4000","Malaysia"
"Bareilly","28.3454","79.4200","India"
"Jos","9.9300","8.8900","Nigeria"
"Xingyi","25.0904","104.8900","China"
"Cebu City","10.3200","123.9001","Philippines"
"Arequipa","-16.4200","-71.5300","Peru"
"Liverpool","53.4160","-2.9180","United Kingdom"
"Wuhu","31.3504","118.3700","China"
"Langfang","39.5204","116.6800","China"
"Rājshāhi","24.3750","88.6050","Bangladesh"
"Zhaotong","27.3204","103.7200","China"
"Culiacán","24.8300","-107.3800","Mexico"
"Valencia","39.4850","-0.4000","Spain"
"Lingyuan","41.2400","119.4011","China"
"Cuiabá","-15.5696","-56.0850","Brazil"
"Quy Nhơn","13.7800","109.1800","Vietnam"
"Malang","-7.9800","112.6100","Indonesia"
"Alīgarh","27.8922","78.0618","India"
"L’viv","49.8350","24.0300","Ukraine"
"Bordeaux","44.8500","-0.5950","France"
"McAllen","26.2273","-98.2471","United States"
"Baojishi","34.3800","107.1500","China"
"Pekanbaru","0.5650","101.4250","Indonesia"
"Oran","35.7100","-0.6200","Algeria"
"Yingkou","40.6703","122.2800","China"
"Bhiwandi","19.3500","73.1300","India"
"Liaoyang","41.2800","123.1800","China"
"Chihuahua","28.6450","-106.0850","Mexico"
"Jammu","32.7118","74.8467","India"
"Melaka","2.2064","102.2465","Malaysia"
"Zaporizhzhya","47.8573","35.1768","Ukraine"
"Morādābād","28.8418","78.7568","India"
"Antalya","36.8900","30.7000","Turkey"
"Al Ḩudaydah","14.7979","42.9530","Yemen"
"Campo Grande","-20.4500","-54.6166","Brazil"
"Shaoxing","30.0004","120.5700","China"
"Yichun","47.6999","128.9000","China"
"Mangalore","12.9000","74.8500","India"
"Wuppertal","51.2500","7.1700","Germany"
"Cheongju","36.6439","127.5012","Korea, South"
"Zamboanga City","6.9200","122.0800","Philippines"
"Hamhŭng","39.9101","127.5454","Korea, North"
"Fuyang","30.0533","119.9519","China"
"Ilorin","8.4900","4.5500","Nigeria"
"Saarbrücken","49.2504","6.9700","Germany"
"Fuxin","42.0105","121.6600","China"
"Shiyan","32.5700","110.7800","China"
"Quetta","30.2200","67.0250","Pakistan"
"Trujillo","-8.1200","-79.0200","Peru"
"Kananga","-5.8900","22.4000","Congo (Kinshasa)"
"Trabzon","40.9800","39.7200","Turkey"
"Jincheng","35.5004","112.8300","China"
"Albuquerque","35.1053","-106.6464","United States"
"Łódź","51.7750","19.4514","Poland"
"Kraków","50.0600","19.9600","Poland"
"Saltillo","25.4200","-101.0050","Mexico"
"São José dos Campos","-23.2000","-45.8799","Brazil"
"Hŭngnam","39.8231","127.6232","Korea, North"
"Ta‘izz","13.6045","44.0394","Yemen"
"Pietermaritzburg","-29.6100","30.3900","South Africa"
"Tangier","35.7473","-5.8327","Morocco"
"Hsinchu","24.8168","120.9767","Taiwan"
"Changhua","24.0734","120.5134","Taiwan"
"Kolhāpur","16.7000","74.2200","India"
"Farg‘ona","40.3900","71.7800","Uzbekistan"
"Namangan","41.0000","71.6700","Uzbekistan"
"Liège","50.6300","5.5800","Belgium"
"Ciudad Guayana","8.3700","-62.6200","Venezuela"
"Birmingham","33.5277","-86.7987","United States"
"Hegang","47.4000","130.3700","China"
"Naga City","13.6192","123.1814","Philippines"
"Gdańsk","54.3600","18.6400","Poland"
"Ansan","37.3481","126.8595","Korea, South"
"Nuremberg","49.4500","11.0800","Germany"
"Oyo","7.8504","3.9300","Nigeria"
"Amrāvati","20.9500","77.7700","India"
"Denpasar","-8.6500","115.2200","Indonesia"
"Sokoto","13.0600","5.2400","Nigeria"
"Beihai","21.4804","109.1000","China"
"Bremen","53.0800","8.8000","Germany"
"As Sulaymānīyah","35.5613","45.4309","Iraq"
"Hannover","52.3670","9.7167","Germany"
"Cúcuta","7.9200","-72.5200","Colombia"
"Hamilton","43.2500","-79.8300","Canada"
"Moshi","-3.3396","37.3400","Tanzania"
"Shaoguan","24.8000","113.5800","China"
"Kumamoto","32.8009","130.7006","Japan"
"Dayton","39.7797","-84.1998","United States"
"Xinpu","34.6004","119.1700","China"
"Acapulco de Juárez","16.8500","-99.9160","Mexico"
"Kandahār","31.6100","65.6949","Afghanistan"
"Dehra Dūn","30.3204","78.0500","India"
"Rochester","43.1680","-77.6162","United States"
"Jeonju","35.8314","127.1404","Korea, South"
"Samarkand","39.6700","66.9450","Uzbekistan"
"Qingyuan","23.7004","113.0301","China"
"Sarasota","27.3386","-82.5430","United States"
"Changzhi","36.1839","113.1053","China"
"Tol’yatti","53.4804","49.5300","Russia"
"Jaboatão","-8.1100","-35.0200","Brazil"
"Shizuoka","34.9858","138.3854","Japan"
"Bulawayo","-20.1700","28.5800","Zimbabwe"
"Soledad","10.9200","-74.7700","Colombia"
"Fresno","36.7831","-119.7941","United States"
"Meknès","33.9004","-5.5600","Morocco"
"La Plata","-34.9096","-57.9600","Argentina"
"Mālegaon","20.5604","74.5250","India"
"Enugu","6.4500","7.5000","Nigeria"
"Huangshi","30.2200","115.1000","China"
"Aracaju","-10.9000","-37.1200","Brazil"
"Allentown","40.5961","-75.4755","United States"
"Bonn","50.7205","7.0800","Germany"
"San Pedro Sula","15.5000","-88.0300","Honduras"
"Nellore","14.4400","79.9899","India"
"Catania","37.5000","15.0800","Italy"
"Gorakhpur","26.7504","83.3800","India"
"Ipoh","4.6000","101.0650","Malaysia"
"Ch’ŏngjin","41.7846","129.7900","Korea, North"
"Tulsa","36.1284","-95.9043","United States"
"Utsunomiya","36.5500","139.8700","Japan"
"Puyang Chengguanzhen","35.7004","114.9800","China"
"An Najaf","32.0003","44.3354","Iraq"
"São José dos Pinhais","-25.5700","-49.1800","Brazil"
"Santo André","-23.6528","-46.5278","Brazil"
"Bytom","50.3500","18.9100","Poland"
"Pointe-Noire","-4.7700","11.8800","Congo (Brazzaville)"
"Aţ Ţā’if","21.2622","40.3823","Saudi Arabia"
"Ismailia","30.5903","32.2600","Egypt"
"Concord","37.9722","-122.0016","United States"
"Shimoga","13.9304","75.5600","India"
"Biên Hòa","10.9700","106.8301","Vietnam"
"Xiping","25.6005","103.8166","China"
"Kryvyy Rih","47.9283","33.3450","Ukraine"
"Irbid","32.5500","35.8500","Jordan"
"Tiruppūr","11.0804","77.3300","India"
"Andijon","40.7900","72.3400","Uzbekistan"
"Krasnodar","45.0200","39.0000","Russia"
"Zaragoza","41.6500","-0.8900","Spain"
"Genoa","44.4100","8.9300","Italy"
"Diyarbakır","37.9204","40.2300","Turkey"
"Morelia","19.7334","-101.1895","Mexico"
"Ul’yanovsk","54.3300","48.4100","Russia"
"Utrecht","52.1003","5.1200","Netherlands"
"Kikwit","-5.0300","18.8500","Congo (Kinshasa)"
"Al Hufūf","25.3487","49.5856","Saudi Arabia"
"Yogyakarta","-7.7800","110.3750","Indonesia"
"Wrocław","51.1104","17.0300","Poland"
"Winnipeg","49.8830","-97.1660","Canada"
"Izhevsk","56.8500","53.2300","Russia"
"Cape Coral","26.6445","-81.9955","United States"
"Springfield","42.1155","-72.5395","United States"
"Zhuozhou","39.5401","115.7900","China"
"Raurkela","22.2304","84.8300","India"
"Québec","46.8400","-71.2456","Canada"
"Poznań","52.4058","16.8999","Poland"
"Colorado Springs","38.8674","-104.7606","United States"
"Port Said","31.2600","32.2900","Egypt"
"Nānded","19.1700","77.3000","India"
"Bannu","32.9890","70.5986","Pakistan"
"Southend-on-Sea","51.5500","0.7200","United Kingdom"
"Dresden","51.0500","13.7500","Germany"
"Wiesbaden","50.0804","8.2500","Germany"
"Charleston","32.8151","-79.9630","United States"
"Changping","40.2248","116.1944","China"
"Palu","-0.9070","119.8330","Indonesia"
"Taizhou","32.4904","119.9000","China"
"Xingtai","37.0500","114.5000","China"
"Samsun","41.2800","36.3437","Turkey"
"Luxor","25.7000","32.6500","Egypt"
"Belgaum","15.8650","74.5050","India"
"Pontianak","-0.0300","109.3200","Indonesia"
"Yaroslavl’","57.6200","39.8700","Russia"
"Constantine","36.3600","6.5999","Algeria"
"Banjarmasin","-3.3300","114.5801","Indonesia"
"Grand Rapids","42.9615","-85.6557","United States"
"Kirkuk","35.4722","44.3923","Iraq"
"Sāngli","16.8604","74.5750","India"
"Barcelona","10.1304","-64.7200","Venezuela"
"Mission Viejo","33.6095","-117.6550","United States"
"Sūhāj","26.5504","31.7000","Egypt"
"Al Manşūrah","31.0504","31.3800","Egypt"
"Canoas","-29.9200","-51.1800","Brazil"
"Barnaul","53.3550","83.7450","Russia"
"Zāhedān","29.5000","60.8300","Iran"
"Jalālābād","34.4415","70.4361","Afghanistan"
"Albany","42.6664","-73.7987","United States"
"Chiclayo","-6.7629","-79.8366","Peru"
"Hermosillo","29.0989","-110.9541","Mexico"
"Chānda","19.9700","79.3000","India"
"Al Ḩillah","32.4721","44.4217","Iraq"
"Al Ḩillah","23.4895","46.7564","Saudi Arabia"
"Rasht","37.3000","49.6300","Iran"
"Nagano","36.6500","138.1700","Japan"
"Vinh","18.7000","105.6800","Vietnam"
"Abeokuta","7.1604","3.3500","Nigeria"
"Kayseri","38.7350","35.4900","Turkey"
"Samarinda","-0.5000","117.1500","Indonesia"
"Ajmer","26.4500","74.6400","India"
"Dortmund","51.5300","7.4500","Germany"
"Vladivostok","43.1300","131.9100","Russia"
"Irkutsk","52.3200","104.2450","Russia"
"Knoxville","35.9692","-83.9496","United States"
"Blantyre","-15.7900","34.9899","Malawi"
"Baton Rouge","30.4419","-91.1310","United States"
"Anqing","30.5000","117.0500","China"
"Cuttack","20.4700","85.8899","India"
"Hachiōji","35.6577","139.3261","Japan"
"Khabarovsk","48.4550","135.1200","Russia"
"Veracruz","19.1773","-96.1600","Mexico"
"Kisangani","0.5200","25.2200","Congo (Kinshasa)"
"Kermān","30.3000","57.0800","Iran"
"Orūmīyeh","37.5300","45.0000","Iran"
"Bīkaner","28.0304","73.3299","India"
"Quetzaltenango","14.8300","-91.5200","Guatemala"
"Bakersfield","35.3530","-119.0359","United States"
"Ogden","41.2280","-111.9677","United States"
"Shihezi","44.3000","86.0299","China"
"Kuching","1.5300","110.3300","Malaysia"
"Shuozhou","39.3004","112.4200","China"
"Niigata","37.9200","139.0400","Japan"
"Pereira","4.8104","-75.6800","Colombia"
"Macau","22.2030","113.5450","Macau"
"New Haven","41.3112","-72.9246","United States"
"Bouaké","7.6900","-5.0300","Côte D’Ivoire"
"Columbia","34.0376","-80.9037","United States"
"Akron","41.0798","-81.5219","United States"
"Binjai","3.6204","98.5001","Indonesia"
"Uberlândia","-18.9000","-48.2800","Brazil"
"Sorocaba","-23.4900","-47.4700","Brazil"
"Wusong","30.9504","117.7800","China"
"Weihai","37.5000","122.1000","China"
"Mar del Plata","-38.0000","-57.5800","Argentina"
"Santiago de Cuba","20.0250","-75.8213","Cuba"
"Siping","43.1700","124.3300","China"
"Kagoshima","31.5860","130.5611","Japan"
"Surakarta","-7.5650","110.8250","Indonesia"
"Makhachkala","42.9800","47.5000","Russia"
"Bhāvnagar","21.7784","72.1300","India"
"Uyo","5.0080","7.8500","Nigeria"
"Bristol","51.4500","-2.5833","United Kingdom"
"Bahawalpur","29.3900","71.6750","Pakistan"
"Kenitra","34.2704","-6.5800","Morocco"
"Ribeirão Prêto","-21.1700","-47.8300","Brazil"
"Kanazawa","36.5600","136.6400","Japan"
"Orenburg","51.7800","55.1100","Russia"
"Málaga","36.7204","-4.4200","Spain"
"Tabūk","28.3838","36.5550","Saudi Arabia"
"Puerto La Cruz","10.1700","-64.6800","Venezuela"
"Jiujiang","29.7300","115.9800","China"
"Hisar","29.1700","75.7250","India"
"Kashgar","39.4763","75.9699","China"
"Matola","-25.9696","32.4600","Mozambique"
"Bilāspur","22.0904","82.1600","India"
"Sargodha","32.0854","72.6750","Pakistan"
"Leipzig","51.3354","12.4100","Germany"
"Tinnevelly","8.7304","77.6900","India"
"Cancún","21.1700","-86.8300","Mexico"
"Yangzhou","32.4000","119.4300","China"
"Novokuznetsk","53.7500","87.1150","Russia"
"Latakia","35.5400","35.7800","Syria"
"Heroica Matamoros","25.8800","-97.5000","Mexico"
"Göteborg","57.7500","12.0000","Sweden"
"Ōtsu","35.0064","135.8674","Japan"
"Tomsk","56.4950","84.9750","Russia"
"Linxia Chengguanzhen","35.6000","103.2000","China"
"Matsuyama","33.8455","132.7658","Japan"
"Rouen","49.4304","1.0800","France"
"Jiangmen","22.5804","113.0800","China"
"Oaxaca","17.0827","-96.6699","Mexico"
"Beira","-19.8200","34.8700","Mozambique"
"Guntūr","16.3300","80.4500","India"
"Tripoli","34.4200","35.8700","Lebanon"
"Hamadān","34.7960","48.5150","Iran"
"Cangzhou","38.3204","116.8700","China"
"Kota Kinabalu","5.9800","116.1100","Malaysia"
"Gold Coast","-28.0815","153.4482","Australia"
"Ji’an","27.1304","115.0000","China"
"Londrina","-23.3000","-51.1800","Brazil"
"Ryazan’","54.6200","39.7200","Russia"
"Shashi","30.3200","112.2300","China"
"Bello","6.3300","-75.5700","Colombia"
"Tyumen’","57.1400","65.5300","Russia"
"Lipetsk","52.6200","39.6400","Russia"
"Shiliguri","26.7204","88.4550","India"
"Eskişehir","39.7950","30.5300","Turkey"
"Banda Aceh","5.5500","95.3200","Indonesia"
"Ujjain","23.1904","75.7900","India"
"Salta","-24.7834","-65.4166","Argentina"
"Penza","53.1800","45.0000","Russia"
"Blida","36.4203","2.8300","Algeria"
"Mykolayiv","46.9677","31.9843","Ukraine"
"Karbalā’","32.6149","44.0245","Iraq"
"Suez","30.0050","32.5499","Egypt"
"Gliwice","50.3304","18.6700","Poland"
"Bukittinggi","-0.3031","100.3615","Indonesia"
"Liaoyuan","42.9000","125.1300","China"
"Kota Bharu","6.1200","102.2300","Malaysia"
"Jundiaí","-23.2000","-46.8800","Brazil"
"Edinburgh","55.9483","-3.2191","United Kingdom"
"Tlaxcala","19.3200","-98.2300","Mexico"
"Provo","40.2457","-111.6457","United States"
"Arāk","34.0804","49.7000","Iran"
"Davangere","14.4700","75.9200","India"
"Viña del Mar","-33.0300","-71.5400","Chile"
"Pingtung","22.6817","120.4817","Taiwan"
"Annaba","36.9200","7.7600","Algeria"
"Akola","20.7100","77.0100","India"
"Brighton","50.8303","-0.1700","United Kingdom"
"Astrakhan’","46.3487","48.0550","Russia"
"Bradford","53.8000","-1.7500","United Kingdom"
"Bari","41.1142","16.8728","Italy"
"Damanhūr","31.0504","30.4700","Egypt"
"Al Minyā","28.0900","30.7500","Egypt"
"Taoyuan District","24.9889","121.3111","Taiwan"
"Keelung","25.1333","121.7333","Taiwan"
"San Lorenzo","-25.3400","-57.5200","Paraguay"
"Pasuruan","-7.6296","112.9000","Indonesia"
"Chiayi","23.4755","120.4351","Taiwan"
"Thái Nguyên","21.6000","105.8300","Vietnam"
"Awka","6.2104","7.0700","Nigeria"
"Shuangyashan","46.6704","131.3500","China"
"Mazatán","29.0171","-110.1333","Mexico"
"Tsu","34.7171","136.5167","Japan"
"Mataram","-8.5795","116.1350","Indonesia"
"Macapá","0.0330","-51.0500","Brazil"
"Worcester","42.2705","-71.8079","United States"
"Reynosa","26.0800","-98.3000","Mexico"
"Shahrisabz","39.0618","66.8315","Uzbekistan"
"Mesa","33.4017","-111.7181","United States"
"Dūmā","33.5833","36.4000","Syria"
"Mwanza","-2.5200","32.9300","Tanzania"
